OBJECTID *,Shape *,ARCID,UP_CELLS,Shape_Length,LENGTH,START_X,START_Y,MID_X,MID_Y,END_X,END_Y
8433,Polyline,707606,5296,9420.408965,9420.408965,-56616.1497,3020384.686,-53494.61011,3017539.787,-50675.643,3014091.206
8434,Polyline,707607,5587,1243.285908,1243.285908,-50675.643,3014091.206,-50054.60895,3014063.698,-49433.5749,3014036.191
8435,Polyline,707608,430181,2011.213402,2011.213402,-48937.6966,3015868.971,-49033.96388,3014886.821,-49433.5749,3014036.191
8436,Polyline,707609,166,5480.311254,5480.311254,100539.2733,3008078.221,102430.5968,3010060.984,104577.7318,3011418.867
8437,Polyline,707610,294,7468.201494,7468.201494,435178.6347,3002525.868,437866.8445,3003404.869,439121.3787,3006659.761
8438,Polyline,707611,296,9337.780978,9337.780978,488439.216,3001900.903,484389.9314,3002366.889,480804.3879,3004217.882
8439,Polyline,707675,1254,1385.990258,1385.990258,206590.2581,3006279.275,206573.9133,3005586.473,206557.5685,3004893.67
8440,Polyline,707676,1303,5627.562116,5627.562116,210362.647,3008501.383,208482.3959,3006946.084,206557.5685,3004893.67
8441,Polyline,707677,158,5828.09108,5828.09108,215542.107,3009074.844,214986.7456,3006679.675,216474.6963,3004663.71
8442,Polyline,707678,186,8039.926791,8039.926791,220137.7626,3011280.804,218204.2913,3008013.743,216474.6963,3004663.71
8443,Polyline,707679,127,2477.527883,2477.527883,368705.4375,3003511.335,367668.2363,3003060.701,367658.4119,3002137.534
8444,Polyline,707680,158,5829.940524,5829.940524,372416.9612,3003011.095,369855.683,3003173.299,367658.4119,3002137.534
8445,Polyline,707681,428,3193.909156,3193.909156,401538.6424,3004131.306,402593.9742,3002932.749,403172.1233,3001810.613
8446,Polyline,707682,86195,1238.533734,1238.533734,444055.6282,3002482.793,443640.6601,3002023.133,444051.4791,3001559.755
8447,Polyline,707683,87760,6812.107244,6812.107244,457682.1986,3002890.513,460467.6924,3002419.834,463458.1766,3001487.661
8448,Polyline,707684,105,1153.783773,1153.783773,463461.564,3002641.44,463459.8703,3002064.55,463458.1766,3001487.661
8449,Polyline,707685,274,8205.087157,8205.087157,694002.4931,3008256.369,691030.3662,3005767.753,688509.3435,3002861.507
8450,Polyline,707686,148,3098.133605,3098.133605,691607.1159,3002908.814,690058.2297,3002885.16,688509.3435,3002861.507
8451,Polyline,707736,1013,6297.161164,6297.161164,184347.677,3009597.407,186221.2855,3007392.851,187949.937,3004884.302
8452,Polyline,707737,143,2857.186243,2857.186243,188840.0731,3007404.123,188623.8045,3006050.171,187949.937,3004884.302
8453,Polyline,707738,121,2319.687593,2319.687593,442191.23,3001106.726,443224.1314,3001229.487,444051.4791,3001559.755
8454,Polyline,707739,621,15506.58422,15506.58422,558776.6126,3014726.516,561285.1063,3007930.545,563796.2482,3001135.966
8455,Polyline,707740,24246,5161.178066,5161.178066,568330.8993,3002544.645,566063.6279,3001840.036,563796.2482,3001135.966
8456,Polyline,707741,937,1700.110448,1700.110448,569164.3674,3001164.629,568594.0845,3001795.003,568330.8993,3002544.645
8457,Polyline,707742,482,11196.71812,11196.71812,605423.2053,3010881.411,606702.4664,3006081.886,609220.1354,3001451.587
8458,Polyline,707743,252,6873.899856,6873.899856,614948.2745,3007273.182,615057.7303,3004183.383,617066.4482,3001522.894
8459,Polyline,707744,7725,4943.097343,4943.097343,628586.7284,3005791.182,627575.9029,3003703.435,626564.7931,3001615.833
8460,Polyline,707745,192,4476.344023,4476.344023,660639.7461,3001778.051,661801.0278,3003578.873,662034.2055,3005720.531
8461,Polyline,707818,6032,14788.97795,14788.97795,44229.6036,3013950.812,50310.96387,3011877.159,55212.6947,3008460.064
8462,Polyline,707819,227,7777.526788,7777.526788,507016.5715,3006281.833,506834.3118,3002795.611,509703.8788,3000514.799
8463,Polyline,707820,191,3728.229145,3728.229145,510940.0355,3003515.617,510775.698,3001714.748,509703.8788,3000514.799
8464,Polyline,707821,177,3922.261064,3922.261064,534686.322,3000559.325,533032.825,3001247.027,531584.6251,3002397.123
8465,Polyline,707822,582,8148.462354,8148.462354,581968.4574,3000780.789,578554.2077,3002256.498,576161.6651,3004897.851
8466,Polyline,707823,9702,1445.403007,1445.403007,626564.7931,3001615.833,627186.6244,3001391.355,627808.4608,3001166.916
8467,Polyline,707824,143,3316.980902,3316.980902,703810.9152,3001948.18,703605.6114,3003357.455,703761.768,3004949.104
8468,Polyline,707900,278,9636.277211,9636.277211,-58801.5161,3013294.819,-54500.41957,3012831.301,-50675.643,3014091.206
8469,Polyline,707901,78242,5474.345262,5474.345262,114013.0269,3008809.079,116051.5397,3007820.775,117648.4669,3005921.36
8470,Polyline,707902,267,9657.818279,9657.818279,195646.3618,3006773.43,199343.4478,3006914.553,202392.1407,3003606.193
8471,Polyline,707903,195651,13868.71844,13868.71844,196050.9536,3014851.578,199759.0878,3009545.725,202392.1407,3003606.193
8472,Polyline,707904,365,8876.579328,8876.579328,495457.5916,3000050.341,499070.8596,3001895.57,503096.4077,3002818.932
8473,Polyline,707905,153860,5464.371107,5464.371107,527452.8402,3003771.857,526113.2623,3001805.316,524157.3953,3000072.94
8474,Polyline,707906,295,7226.42597,7226.42597,603232.2428,3001400.496,606124.9082,3001194.043,609220.1354,3001451.587
8475,Polyline,707973,178,5485.925413,5485.925413,16213.0431,3012463.964,18111.09742,3010653.269,20009.4358,3008842.928
8476,Polyline,707974,904,2070.35462,2070.35462,20009.4358,3008842.928,20854.90725,3009273.478,21664.7393,3008779.15
8477,Polyline,707975,124,1394.344143,1394.344143,22329.8907,3009911.452,21845.39679,3009410.14,21664.7393,3008779.15
8478,Polyline,707976,2467,18846.91581,18846.91581,22523.6531,3020324.902,25862.97599,3014457.157,31182.2748,3008416.737
8479,Polyline,707977,178,4495.006813,4495.006813,112044.5398,3005400.959,112717.5633,3007075.077,114013.0269,3008809.079
8480,Polyline,707978,7500,7565.328432,7565.328432,145121.4739,3011581.259,144604.6191,3007969.808,144923.5384,3004650.713
8481,Polyline,707979,1483,7224.277172,7224.277172,149188.2154,3009153.689,147505.0492,3006426.94,144923.5384,3004650.713
8482,Polyline,707980,184,3710.833756,3710.833756,340210.003,3003613.873,339781.1739,3002236.481,339138.8364,3000626.683
8483,Polyline,707981,1072,7845.1226,7845.1226,409352.6859,2999917.814,406479.0793,3002246.882,403172.1233,3001810.613
8484,Polyline,707982,682,3303.67728,3303.67728,412243.6263,2999897.113,410801.4682,3000368.923,409352.6859,2999917.814
8485,Polyline,707983,297,4250.495061,4250.495061,412680.9007,3003355.742,412489.5494,3001479.237,412243.6263,2999897.113
8486,Polyline,707984,87376,6812.20968,6812.20968,452302.6172,2999679.321,454685.6022,3001978.035,457682.1986,3002890.513
8487,Polyline,707985,1609,3546.059776,3546.059776,475435.121,3002842.796,475019.0224,3001228.324,474602.8182,2999613.897
8488,Polyline,707986,1444,4177.032584,4177.032584,503096.4077,3002818.932,504489.4731,3001262.889,505574.9807,2999589.256
8489,Polyline,707987,181,4748.755205,4748.755205,585897.9191,2999884.159,583692.9069,3000253.623,581968.4574,3000780.789
8490,Polyline,707988,1965,11562.9437,11562.9437,617066.4482,3001522.894,621896.5584,3000338.195,626564.7931,3001615.833
8491,Polyline,708054,433,10162.59573,10162.59573,-23699.2607,3014546.592,-21471.19221,3010976.863,-16846.6303,3009856.811
8492,Polyline,708055,143,2016.347672,2016.347672,-17814.1393,3011519.085,-17173.70199,3010740.461,-16846.6303,3009856.811
8493,Polyline,708056,371,2467.753499,2467.753499,216474.6963,3004663.71,216446.5906,3003430.154,216835.3694,3002345.089
8494,Polyline,708057,216,7961.683867,7961.683867,220684.5078,3008033.994,218771.1417,3005313.629,216835.3694,3002345.089
8495,Polyline,708058,360,16956.79757,16956.79757,336014.215,3014287.639,335088.9165,3006766.634,338719.8004,3000170.411
8496,Polyline,708059,332,619.496232,619.496232,339138.8364,3000626.683,338929.3184,3000398.547,338719.8004,3000170.411
8497,Polyline,708060,146,5004.7606,5004.7606,342673.1531,3002428.27,341086.7357,3000927.529,339138.8364,3000626.683
8498,Polyline,708061,112,2422.903595,2422.903595,416587.7402,3001021.154,415961.7383,3000050.565,415131.4093,2999415.548
8499,Polyline,708062,87984,5161.05748,5161.05748,463458.1766,3001487.661,465623.3939,3000558.467,467581.2181,2999168.679
8500,Polyline,708063,416,4007.618041,4007.618041,468416.5464,3002858.633,467998.9426,3001013.619,467581.2181,2999168.679
8501,Polyline,708064,858,4542.47895,4542.47895,609220.1354,3001451.587,611154.1699,3000699.37,612953.5373,2999638.513
8502,Polyline,708065,178,2423.295107,2423.295107,644119.3141,3001575.85,644937.6857,3000682.342,645583.7065,2999977.088
8503,Polyline,708066,28867,8259.364327,8259.364327,651734.5912,3003743.853,648594.261,3001551.464,645583.7065,2999977.088
8504,Polyline,708067,198,5320.808842,5320.808842,665827.1257,2999999.257,665380.8005,3002496.13,664523.7825,3004829.828
8505,Polyline,708133,133,2533.165868,2533.165868,29285.2128,3007562.193,30550.89299,3007514.381,31182.2748,3008416.737
8506,Polyline,708134,350,3510.189879,3510.189879,415131.4093,2999415.548,413579.5264,2998964.673,412243.6263,2999897.113
8507,Polyline,708135,119,1548.275098,1548.275098,475632.9716,2998458.068,475117.8949,2999035.983,474602.8182,2999613.897
8508,Polyline,708136,834,13395.0269,13395.0269,553032.5446,3007546.85,555061.8826,3001623.537,560504.0148,2998811.877
8509,Polyline,708137,24972,4590.752257,4590.752257,563796.2482,3001135.966,562382.1535,2999744.207,560504.0148,2998811.877
8510,Polyline,708138,1457,5368.486022,5368.486022,612953.5373,2999638.513,615154.7379,2999812.448,617066.4482,3001522.894
8511,Polyline,708139,10616,4640.126196,4640.126196,627808.4608,3001166.916,630128.3993,3001190.96,631131.8489,2999354.96
8512,Polyline,708140,435,8747.60993,8747.60993,678580.1263,3003869.411,681272.2355,3000907.033,685246.2912,3000042.001
8513,Polyline,708141,1379,4786.587095,4786.587095,683532.5458,3004172.364,684542.3623,3002168.212,685246.2912,3000042.001
8514,Polyline,708200,86775,3509.965826,3509.965826,449406.2017,2998306.18,450752.2059,2999223.836,452302.6172,2999679.321
8515,Polyline,708201,1781,4748.348361,4748.348361,505574.9807,2999589.256,507570.8892,2999667.279,509292.6685,2998206.96
8516,Polyline,708202,444,2465.338463,2465.338463,509703.8788,3000514.799,509704.839,2999282.13,509292.6685,2998206.96
8517,Polyline,708203,257,6187.494092,6187.494092,573104.8488,2998187.115,571641.6558,3000717.095,569164.3674,3001164.629
8518,Polyline,708204,132,3407.638253,3407.638253,628041.0468,2998630.384,629428.1223,2999337.2,631131.8489,2999354.96
8519,Polyline,708205,10780,3097.630555,3097.630555,631131.8489,2999354.96,632443.9051,2998984.095,633615.1469,2998919.709
8520,Polyline,708206,1817,619.580885,619.580885,685246.2912,3000042.001,685456.2916,2999814.251,685666.2919,2999586.501
8521,Polyline,708207,505,4847.359537,4847.359537,688509.3435,3002861.507,686636.0978,3001642.63,685666.2919,2999586.501
8522,Polyline,708256,208,5691.077673,5691.077673,51174.3141,3005595.974,53259.85182,3006948.459,55212.6947,3008460.064
8523,Polyline,708257,2542,7058.108092,7058.108092,320603.8959,3004573.758,321517.7555,3001790.201,323002.9109,2998998.622
8524,Polyline,708258,437,21876.61208,21876.61208,330066.1603,3016907.262,326748.2801,3007614.12,323002.9109,2998998.622
8525,Polyline,708259,206,5574.79066,5574.79066,419467.9364,2999386.763,416985.4458,2998710.892,415131.4093,2999415.548
8526,Polyline,708260,86510,7638.496345,7638.496345,444051.4791,3001559.755,446724.7837,2999009.649,449406.2017,2998306.18
8527,Polyline,708261,299,9586.985912,9586.985912,515686.4398,3004443.715,518546.5441,3001255.436,521270.6969,2997760.139
8528,Polyline,708262,154475,3922.548201,3922.548201,524157.3953,3000072.94,522817.7297,2998685.892,521270.6969,2997760.139
8529,Polyline,708263,214,3315.661999,3315.661999,582814.3073,2997786.288,582391.3348,2999283.521,581968.4574,3000780.789
8530,Polyline,708264,11139,619.464729,619.464729,633615.1469,2998919.709,633824.1662,2998691.138,634033.1854,2998462.566
8531,Polyline,708265,194,6431.688369,6431.688369,635421.2631,3003786.392,634607.0864,3001027.955,634033.1854,2998462.566
8532,Polyline,708335,712,16599.44079,16599.44079,9918.8216,3015721.798,14264.61212,3009529.189,20009.4358,3008842.928
8533,Polyline,708336,180,3971.768414,3971.768414,412020.8414,2997590.887,410357.6152,2998313.057,409352.6859,2999917.814
8534,Polyline,708337,198,6952.328561,6952.328561,459934.3806,2997114.104,458241.0989,2999945.236,457682.1986,3002890.513
8535,Polyline,708338,13743,2061.076804,2061.076804,711203.6276,3004611.439,711641.8498,3003136.961,712114.6014,3002317.795
8536,Polyline,708408,6322,5892.01736,5892.01736,55212.6947,3008460.064,57487.19933,3006990.178,58804.6079,3004628.868
8537,Polyline,708409,222,5417.067397,5417.067397,61227.1601,3008709.279,59768.71839,3006968.187,58804.6079,3004628.868
8538,Polyline,708410,15781,16131.10777,16131.10777,120027.1563,3016024.527,120208.1753,3008423.523,124580.215,3002472.653
8539,Polyline,708411,1033,19654.80549,19654.80549,133660.4987,3015614.044,127949.8681,3009598.273,124580.215,3002472.653
8540,Polyline,708412,337,13709.42163,13709.42163,173052.9651,3012432.148,170875.7412,3006980.375,172961.9523,3001108.793
8541,Polyline,708413,181,5253.243549,5253.243549,174104.4287,3005239.271,173333.7314,3003528.187,172961.9523,3001108.793
8542,Polyline,708414,195975,3866.0526,3866.0526,202392.1407,3003606.193,202763.062,3001821.778,203141.6489,3000353.334
8543,Polyline,708474,6546,462.612523,462.612523,58804.6079,3004628.868,58796.4187,3004397.707,58788.2295,3004166.546
8544,Polyline,708475,88520,3971.211499,3971.211499,467581.2181,2999168.679,468944.3248,2997780.676,470052.4497,2996393.435
8545,Polyline,708476,1864,5987.517795,5987.517795,474602.8182,2999613.897,472464.7416,2997695.306,470052.4497,2996393.435
8546,Polyline,708477,450,12175.79521,12175.79521,542937.8895,3002661.877,545709.351,2998207.469,551014.3679,2996461.807
8547,Polyline,708478,293,8081.84616,8081.84616,547479.4563,3002678.378,550151.1709,3000175.154,551014.3679,2996461.807
8548,Polyline,708524,180,5754.646704,5754.646704,114618.1124,3001620.427,116145.4381,3003895.163,117648.4669,3005921.36
8549,Polyline,708525,9070,5887.199508,5887.199508,144923.5384,3004650.713,144250.6544,3002820.274,145231.7044,3000942.658
8550,Polyline,708526,2574,24696.39671,24696.39671,228408.3697,3021030.983,231469.1896,3009874.425,232883.3044,2998756.403
8551,Polyline,708527,1059,15473.07955,15473.07955,391229.1527,3005601.978,396606.9577,3000940.249,401476.5981,2996285.033
8552,Polyline,708528,1625,7627.461549,7627.461549,403172.1233,3001810.613,403973.4621,2998621.811,401476.5981,2996285.033
8553,Polyline,708529,230,4640.0952,4640.0952,446298.6326,2996011.563,448414.2886,2996464.158,449406.2017,2998306.18
8554,Polyline,708530,456,12389.13993,12389.13993,534699.1676,2995944.238,529119.892,2997314.548,524157.3953,3000072.94
8555,Polyline,708595,4728,29006.89159,29006.89159,-5255.2404,3019574.074,-10477.65674,3009406.732,390.7045,3005445.966
8556,Polyline,708596,254,9459.054758,9459.054758,2935.99,3012061.718,2982.438749,3008039.257,390.7045,3005445.966
8557,Polyline,708597,1008,19898.23294,19898.23294,160746.7738,3008370.363,153595.3157,3003498.488,145231.7044,3000942.658
8558,Polyline,708598,276,9405.37985,9405.37985,195879.087,2999373.026,199026.4987,2999065.577,203141.6489,3000353.334
8559,Polyline,708599,147,4443.458102,4443.458102,229394.8368,2999986.696,231074.948,2998795.279,232883.3044,2998756.403
8560,Polyline,708600,1592,9720.644288,9720.644288,286755.008,3006031.772,286682.5285,3001803.329,287431.2714,2997245.431
8561,Polyline,708601,280,17022.20709,17022.20709,295086.8375,3010278.842,290850.5337,3003925.53,287431.2714,2997245.431
8562,Polyline,708602,90392,1080.881606,1080.881606,470052.4497,2996393.435,470411.9259,2995989.885,470463.3363,2995469.439
8563,Polyline,708603,277,8204.229034,8204.229034,499586.8933,2995203.735,502760.512,2997280.796,505574.9807,2999589.256
8564,Polyline,708687,2864,14189.05586,14189.05586,206557.5685,3004893.67,208427.5823,2999304.361,214260.3916,2998245.102
8565,Polyline,708688,134,3732.292442,3732.292442,213089.2265,3001275.6,213980.1477,2999995.736,214260.3916,2998245.102
8566,Polyline,708689,822,10580.21033,10580.21033,620014.9903,2995550.078,623785.5789,2998913.254,627808.4608,3001166.916
8567,Polyline,708690,11580,9755.98311,9755.98311,634033.1854,2998462.566,638095.5825,2997583.631,641913.4916,2995779.91
8568,Polyline,708691,29208,6657.26035,6657.26035,645583.7065,2999977.088,644528.2946,2997366.612,641913.4916,2995779.91
8569,Polyline,708745,184,5327.175709,5327.175709,54815.7416,3003150.583,56866.02388,3003057.096,58788.2295,3004166.546
8570,Polyline,708746,230,7675.494966,7675.494966,241457.5178,3003426.506,242199.2848,3000197.496,242774.9714,2997162.493
8571,Polyline,708747,551,13121.22925,13121.22925,309496.2224,3007509.556,308840.1371,3001688.443,308493.0167,2995980.767
8572,Polyline,708748,112,2168.822684,2168.822684,309964.0671,2997574.443,309228.5419,2996777.605,308493.0167,2995980.767
8573,Polyline,708749,120,2787.863595,2787.863595,468188.331,2994321.259,469274.5913,2995010.815,470463.3363,2995469.439
8574,Polyline,708750,2351,5052.247054,5052.247054,509292.6685,2998206.96,510808.5166,2996516.033,512187.3301,2994517.426
8575,Polyline,708751,402,9396.067818,9396.067818,605766.7494,2994728.807,609430.7547,2997029.633,612953.5373,2999638.513
8576,Polyline,708752,160,3001.206885,3001.206885,697245.3293,2999071.733,697269.0626,2997571.317,697292.7959,2996070.902
8577,Polyline,708753,161,3099.985395,3099.985395,700392.3878,2996120.293,698842.5919,2996095.597,697292.7959,2996070.902
8578,Polyline,708809,104,693.351268,693.351268,141476.4142,2999894.05,141466.4515,2999547.518,141456.4887,2999200.986
8579,Polyline,708810,10151,4550.222832,4550.222832,145231.7044,3000942.658,143150.8699,3000539.643,141456.4887,2999200.986
8580,Polyline,708811,3104,2480.643759,2480.643759,214260.3916,2998245.102,215355.7718,2997912.063,216306.4879,2997274.235
8581,Polyline,708812,636,5555.56307,5555.56307,216835.3694,3002345.089,216779.4244,2999883.919,216306.4879,2997274.235
8582,Polyline,708813,551,18245.18639,18245.18639,225753.6525,3013003.629,225566.1542,3004514.355,223334.9898,2997116.407
8583,Polyline,708814,274,15575.99355,15575.99355,235348.2684,3007713.008,238313.908,3001360.734,242774.9714,2997162.493
8584,Polyline,708815,1379,31843.19057,31843.19057,266787.6465,3020709.341,257399.6709,3009803.547,256820.4169,2996418.899
8585,Polyline,708816,340,18234.46929,18234.46929,262265.494,3010864.203,259716.9908,3003600.909,256820.4169,2996418.899
8586,Polyline,708817,196,5254.436872,5254.436872,326937.3402,2999635.948,328043.2049,2997427.454,329149.3829,2995219.156
8587,Polyline,708818,299,13970.58082,13970.58082,331381.3847,3007424.097,330860.0356,3001225.07,329149.3829,2995219.156
8588,Polyline,708819,146,2835.774487,2835.774487,711972.3549,2995849.809,712994.7235,2996507.139,713421.8412,2997761.102
8589,Polyline,708858,233,9320.799886,9320.799886,-54576.5128,3005686.028,-51571.85335,3007868.868,-48124.0974,3006095.996
8590,Polyline,708859,431,1036.406286,1036.406286,-48124.0974,3006095.996,-47795.7539,3005695.091,-47315.8756,3005596.802
8591,Polyline,708860,436079,9288.255435,9288.255435,-49433.5749,3014036.191,-47954.13043,3009956.349,-47315.8756,3005596.802
8592,Polyline,708861,16879,4026.913767,4026.913767,124580.215,3002472.653,125565.6158,3000824.179,124896.4788,2999225.534
8593,Polyline,708862,1436,8657.267828,8657.267828,187949.937,3004884.302,187030.3714,3001209.596,187764.7866,2997493.685
8594,Polyline,708863,110,1550.383829,1550.383829,188827.4102,2998622.632,188296.0984,2998058.159,187764.7866,2997493.685
8595,Polyline,708864,100,620.109077,620.109077,280166.4153,2995523.958,280476.4219,2995518.506,280786.4285,2995513.054
8596,Polyline,708865,148,3621.279305,3621.279305,280434.0476,2998983.109,280818.2335,2997323.414,280786.4285,2995513.054
8597,Polyline,708866,178,5782.427506,5782.427506,503718.3044,2994050.528,506196.5898,2994974.521,508469.7858,2993591.346
8598,Polyline,708867,518,4130.906387,4130.906387,508469.7858,2993591.346,510397.5187,2993900.371,512187.3301,2994517.426
8599,Polyline,708938,397,1862.156,1862.156,126537.4012,2998713.794,125643.4324,2998817.585,124896.4788,2999225.534
8600,Polyline,708939,284,9095.080429,9095.080429,131851.913,3003411.842,129898.8309,3000362.343,126537.4012,2998713.794
8601,Polyline,708940,173,4554.638647,4554.638647,425444.0068,2997272.624,424375.6492,2995405.72,423767.7773,2993359.639
8602,Polyline,708941,209,5625.013193,5625.013193,428114.3097,2994718.477,425756.3501,2994637.249,423767.7773,2993359.639
8603,Polyline,708942,844,6243.618998,6243.618998,551014.3679,2996461.807,553523.0672,2995087.759,555572.6226,2993250.617
8604,Polyline,708943,26037,7943.043855,7943.043855,560504.0148,2998811.877,557591.3191,2996454.231,555572.6226,2993250.617
8605,Polyline,708944,2434,5710.48441,5710.48441,685666.2919,2999586.501,685704.1087,2997047.397,686568.5077,2994520.703
8606,Polyline,708999,100,693.443414,693.443414,126516.6548,2998020.661,126527.028,2998367.227,126537.4012,2998713.794
8607,Polyline,709000,589,5423.804611,5423.804611,172961.9523,3001108.793,174406.1112,2998931.948,176161.6344,2996864.933
8608,Polyline,709001,177,2857.766703,2857.766703,177054.5825,2999384.174,176531.8633,2998155.992,176161.6344,2996864.933
8609,Polyline,709002,124,3410.723075,3410.723075,225986.809,2995440.75,224606.675,2996164.198,223334.9898,2997116.407
8610,Polyline,709003,135,5481.02975,5481.02975,264326.3756,2999739.147,264051.226,2997407.652,264234.7611,2994890.919
8611,Polyline,709004,144,5384.317663,5384.317663,266788.5241,2998769.042,265511.8288,2996829.829,264234.7611,2994890.919
8612,Polyline,709005,178,5320.782219,5320.782219,358941.6043,2998309.264,358500.1121,2995811.618,358473.5362,2993467.29
8613,Polyline,709006,649,15368.20877,15368.20877,367658.4119,3002137.534,364256.7581,2996593.026,358473.5362,2993467.29
8614,Polyline,709007,108,929.253369,929.253369,593378.4101,2993706.857,593690.9163,2993363.029,594003.4225,2993019.201
8615,Polyline,709008,189,2423.478707,2423.478707,595437.361,2994645.557,594540.3574,2993946.384,594003.4225,2993019.201
8616,Polyline,709009,135,3250.311732,3250.311732,688404.004,2996164.411,687389.3335,2994918.784,686568.5077,2994520.703
8617,Polyline,709079,107,620.31044,620.31044,243761.0222,2994832.341,244071.1123,2994825.985,244381.2024,2994819.63
8618,Polyline,709080,522,2941.586786,2941.586786,242774.9714,2997162.493,243733.2565,2996046.732,244381.2024,2994819.63
8619,Polyline,709081,2618,15703.18939,15703.18939,247546.9312,3008152.132,248226.88,3000916.646,244381.2024,2994819.63
8620,Polyline,709082,259,15436.21606,15436.21606,313828.0084,3007213.006,313511.8403,2999893.208,313831.0351,2993591.241
8621,Polyline,709083,259,10041.6942,10041.6942,314991.1332,3002116.351,315183.8945,2997783.281,313831.0351,2993591.241
8622,Polyline,709141,193,4090.522078,4090.522078,-50929.4476,3003669.496,-49794.48417,3005242.259,-48124.0974,3006095.996
8623,Polyline,709142,2998,15722.35082,15722.35082,31182.2748,3008416.737,35810.39055,3003880.048,40823.1368,3000185.762
8624,Polyline,709143,107,1729.410374,1729.410374,41693.6439,3001311.279,41549.7247,3000494.826,40823.1368,3000185.762
8625,Polyline,709144,78628,14040.58396,14040.58396,117648.4669,3005921.36,120021.5717,3001259.074,123185.89,2997427.01
8626,Polyline,709145,17298,2737.763913,2737.763913,124896.4788,2999225.534,123824.6458,2998545.989,123185.89,2997427.01
8627,Polyline,709146,110,2553.099824,2553.099824,219174.628,2996054.183,219538.4885,2994917.991,220389.2118,2994871.763
8628,Polyline,709147,796,4182.724877,4182.724877,223334.9898,2997116.407,221636.4208,2996230.078,220389.2118,2994871.763
8629,Polyline,709148,440,10974.14428,10974.14428,456197.4819,2991588.489,452136.4166,2994767.969,452302.6172,2999679.321
8630,Polyline,709149,3038,7277.217797,7277.217797,512187.3301,2994517.426,515303.5439,2993348.946,517975.1423,2991755.401
8631,Polyline,709150,155002,7833.54574,7833.54574,521270.6969,2997760.139,518796.6419,2995041.739,517975.1423,2991755.401
8632,Polyline,709151,201,4999.247012,4999.247012,621908.045,2992106.373,620447.7025,2993528.354,620014.9903,2995550.078
8633,Polyline,709206,2839,5409.397503,5409.397503,232883.3044,2998756.403,233712.1991,2996369.705,234851.9657,2994094.326
8634,Polyline,709207,1801,4072.239934,4072.239934,256820.4169,2996418.899,257217.9209,2994540.557,258833.7417,2993608.319
8635,Polyline,709208,535,16212.96702,16212.96702,264461.867,3006896.102,262610.5371,2999476.761,258833.7417,2993608.319
8636,Polyline,709209,353,10307.74271,10307.74271,628112.0963,2991706.825,630582.5372,2995925.481,633615.1469,2998919.709
8637,Polyline,709266,554,18248.02035,18248.02035,8232.9946,3009766.291,13218.03213,3004754.145,18842.5019,3000087.848
8638,Polyline,709267,102,694.229206,694.229206,18869.2532,3000781.562,18855.87755,3000434.705,18842.5019,3000087.848
8639,Polyline,709268,6865,6501.043287,6501.043287,58788.2295,3004166.546,59931.63257,3001348.671,59419.8433,2998589.432
8640,Polyline,709269,124,692.850101,692.850101,234837.2638,2993401.632,234844.6148,2993747.979,234851.9657,2994094.326
8641,Polyline,709270,661,33252.29167,33252.29167,301884.0427,3022175.173,302837.8716,3006648.678,298101.4174,2992450.228
8642,Polyline,709271,634,34018.89749,34018.89749,306594.2067,3020022.494,305743.5551,3005219.34,298101.4174,2992450.228
8643,Polyline,709334,202,3406.942493,3406.942493,-42147.4511,3005139.024,-42411.41874,3003842.091,-42485.4461,3002140.229
8644,Polyline,709335,110,1550.759695,1550.759695,171374.9196,2995834.357,171876.8177,2995243.331,172378.7158,2994652.304
8645,Polyline,709336,120,2316.750135,2316.750135,171812.8442,2996747.387,172409.0909,2995810.281,172378.7158,2994652.304
8646,Polyline,709337,100,692.567962,692.567962,306786.3726,2992543.812,306781.0194,2992197.569,306775.6661,2991851.326
8647,Polyline,709338,724,5359.000194,5359.000194,308493.0167,2995980.767,308456.7628,2993617.564,306775.6661,2991851.326
8648,Polyline,709339,531,2162.865643,2162.865643,313831.0351,2993591.241,314230.6427,2992661.782,314630.3142,2991732.368
8649,Polyline,709340,111,1653.328092,1653.328092,316083.9934,2992172.636,315323.8907,2992029.974,314630.3142,2991732.368
8650,Polyline,709341,90675,6595.354735,6595.354735,470463.3363,2995469.439,472109.7897,2992799.599,473757.4885,2990385.516
8651,Polyline,709342,338,10478.24239,10478.24239,481823.2855,2995216.967,477774.2161,2992551.434,473757.4885,2990385.516
8652,Polyline,709343,164,4338.534169,4338.534169,563639.2093,2991443.001,561678.499,2990971.647,559717.7354,2990500.598
8653,Polyline,709344,667,17795.93479,17795.93479,577282.3424,2990596.837,570295.3926,2993952.597,569164.3674,3001164.629
8654,Polyline,709345,116,1962.785246,1962.785246,684732.5292,2992877.296,685414.6202,2992194.781,686196.4809,2991744.657
8655,Polyline,709346,2629,3244.292491,3244.292491,686568.5077,2994520.703,686177.0224,2993050.556,686196.4809,2991744.657
8656,Polyline,709419,436664,5010.980933,5010.980933,-47315.8756,3005596.802,-47297.40731,3003136.457,-45406.3652,3001803.952
8657,Polyline,709420,436893,3110.476238,3110.476238,-45406.3652,3001803.952,-43945.898,3001971.983,-42485.4461,3002140.229
8658,Polyline,709421,1465,19804.35519,19804.35519,21664.7393,3008779.15,26650.87018,3002277.072,32887.3202,2998628.099
8659,Polyline,709422,637,20103.99455,20103.99455,75219.1162,3006140.775,82335.92452,3002254.199,88365.02,2996675.977
